Gene stable ID,Transcript length (including UTRs and CDS)
ENSG00000196189,2981
ENSG00000135956,6271
ENSG00000205413,6754
ENSG00000142765,1936
ENSG00000151445,2934
ENSG00000151445,2530
ENSG00000151445,1623
ENSG00000151445,2934
ENSG00000263528,2487
ENSG00000263528,2493
ENSG00000171163,1710
ENSG00000148120,3136
ENSG00000116729,2332
ENSG00000162894,1055
ENSG00000172426,2586
ENSG00000096080,785
ENSG00000213024,3479
ENSG00000081177,3252
ENSG00000081177,3252
ENSG00000081177,5107
ENSG00000081177,5107
ENSG00000101191,8479
ENSG00000101191,7551
ENSG00000174886,2406
ENSG00000198276,1954
ENSG00000163701,2757
ENSG00000059145,2484
ENSG00000059145,2184
ENSG00000119383,2526
ENSG00000215301,4554
ENSG00000215301,4786
ENSG00000182463,3803
ENSG00000152455,3059
ENSG00000152455,3087
ENSG00000152455,1292
ENSG00000152455,719
ENSG00000134242,3607
ENSG00000168101,1406
ENSG00000198270,1403
ENSG00000037474,2619
ENSG00000174099,4377
ENSG00000174099,4270
ENSG00000138036,1346
ENSG00000278458,5080
ENSG00000275867,5110
ENSG00000120071,5147
ENSG00000278458,5309
ENSG00000275867,5314
ENSG00000120071,5309
ENSG00000162869,3049
ENSG00000102543,3386
ENSG00000169756,1526
ENSG00000169756,4461
ENSG00000169756,1627
ENSG00000169756,1876
ENSG00000169756,4392
ENSG00000138593,7059
ENSG00000115902,1217
ENSG00000160710,6700
ENSG00000108515,1322
ENSG00000084093,7114
ENSG00000018699,2888
ENSG00000139625,4261
ENSG00000152683,2354
ENSG00000152683,4776
ENSG00000152683,4758
ENSG00000115561,1851
ENSG00000039523,4116
ENSG00000039523,3990
ENSG00000039523,4152
ENSG00000144306,1788
ENSG00000132141,1680
ENSG00000132141,1639
ENSG00000198270,1534
ENSG00000114904,2452
ENSG00000118564,3488
ENSG00000118564,2837
ENSG00000107099,7237
ENSG00000171204,1210
ENSG00000171204,1210
ENSG00000267041,7712
ENSG00000120533,562
ENSG00000159176,1820
ENSG00000159176,1149
ENSG00000159176,1469
ENSG00000116171,2239
ENSG00000116171,1889
ENSG00000108423,1769
ENSG00000108423,1680
ENSG00000108423,2184
ENSG00000108423,1769
ENSG00000108423,1027
ENSG00000116171,1896
ENSG00000234465,1908
ENSG00000234465,569
ENSG00000187630,1342
ENSG00000187630,1450
ENSG00000162735,3661
ENSG00000169136,2007
ENSG00000178927,2242
ENSG00000178927,2073
ENSG00000178927,1053
ENSG00000178927,2242
ENSG00000143442,4813
ENSG00000143442,4415
ENSG00000114867,5129
ENSG00000114867,5484
ENSG00000280987,3249
ENSG00000015479,4018
ENSG00000015479,2518
ENSG00000260458,2196
ENSG00000146834,2261
ENSG00000146834,2261
ENSG00000146834,2261
ENSG00000130921,1901
ENSG00000278191,2758
ENSG00000110619,2758
ENSG00000103995,5560
ENSG00000153029,1154
ENSG00000153029,7584
ENSG00000060656,5550
ENSG00000084072,1198
ENSG00000158055,2804
ENSG00000153029,7479
ENSG00000137693,1490
ENSG00000137693,1638
ENSG00000175197,1067
ENSG00000175197,1067
ENSG00000175197,1067
ENSG00000175197,1067
ENSG00000175197,906
ENSG00000241839,3569
ENSG00000198792,3593
ENSG00000198792,1369
ENSG00000134864,2804
ENSG00000206560,6383
ENSG00000206560,6383
ENSG00000184007,667
ENSG00000184007,1032
ENSG00000104687,1482
ENSG00000104687,1410
ENSG00000104687,1323
ENSG00000260456,1113
ENSG00000260456,953
ENSG00000279170,962
ENSG00000103051,2761
ENSG00000070814,4800
ENSG00000065413,6087
ENSG00000272899,3883
ENSG00000243749,922
ENSG00000178852,3466
ENSG00000132780,3097
ENSG00000159884,1173
ENSG00000273594,926
ENSG00000104529,926
ENSG00000181704,6134
ENSG00000213047,8365
ENSG00000169738,852
ENSG00000204946,4424
ENSG00000189366,701
ENSG00000100033,1985
ENSG00000130529,3444
ENSG00000129195,1473
ENSG00000137074,1977
ENSG00000137074,1345
ENSG00000137074,1068
ENSG00000137074,2023
ENSG00000137074,1740
ENSG00000137074,1742
ENSG00000261115,10726
ENSG00000225526,985
ENSG00000119686,1221
ENSG00000124570,2036
ENSG00000151338,6258
ENSG00000151338,6258
ENSG00000103005,1212
ENSG00000214413,812
ENSG00000214413,2025
ENSG00000214413,569
ENSG00000214413,492
ENSG00000163320,1063
ENSG00000123595,737
ENSG00000122644,3212
ENSG00000133083,7592
ENSG00000133083,4612
ENSG00000130299,1894
ENSG00000161547,1888
ENSG00000178053,1372
ENSG00000178053,1098
ENSG00000178053,1266
ENSG00000115875,2453
ENSG00000182568,4589
ENSG00000114354,1907
ENSG00000114354,1783
ENSG00000221955,3447
ENSG00000107745,2357
ENSG00000107745,1212
ENSG00000197694,7794
ENSG00000086065,1957
ENSG00000113282,2346
ENSG00000113282,3987
ENSG00000171735,567
ENSG00000100697,5621
ENSG00000086475,2988
ENSG00000086475,2387
ENSG00000261221,4005
ENSG00000107679,3872
ENSG00000196118,1046
ENSG00000197579,3621
ENSG00000078403,5143
ENSG00000078403,1062
ENSG00000078403,1069
ENSG00000078403,1069
ENSG00000153246,14376
ENSG00000178700,3733
ENSG00000197114,1871
ENSG00000197114,1896
ENSG00000124164,1834
ENSG00000069702,2908
ENSG00000069702,4550
ENSG00000187123,3578
ENSG00000123989,2634
ENSG00000186111,2289
ENSG00000157870,2747
ENSG00000275125,2827
ENSG00000157870,2747
ENSG00000275125,2749
ENSG00000157870,2689
ENSG00000275125,2689
ENSG00000157870,1096
ENSG00000275125,2665
ENSG00000157870,1096
ENSG00000275125,1096
ENSG00000041988,1046
ENSG00000041988,1366
ENSG00000130164,3144
ENSG00000130164,2768
ENSG00000130164,2333
ENSG00000130164,2429
ENSG00000119471,2983
ENSG00000187994,3058
ENSG00000282895,3058
ENSG00000015475,2199
ENSG00000100290,951
ENSG00000106086,7774
ENSG00000106086,2140
ENSG00000131503,2064
ENSG00000186660,5776
ENSG00000006652,3397
ENSG00000006652,3232
ENSG00000118058,16600
ENSG00000283154,2067
ENSG00000283154,1410
ENSG00000151967,1645
ENSG00000283154,2445
ENSG00000283154,1780
ENSG00000001084,1800
ENSG00000126456,1556
ENSG00000126456,1595
ENSG00000126456,1055
ENSG00000126456,1442
ENSG00000126456,1117
ENSG00000126456,882
ENSG00000126456,710
ENSG00000204070,813
ENSG00000077157,878
ENSG00000244274,1078
ENSG00000244274,1036
ENSG00000258947,1978
ENSG00000113448,3350
ENSG00000113448,2294
ENSG00000113448,2860
ENSG00000113448,2969
ENSG00000113448,2969
ENSG00000113448,2599
ENSG00000112763,2845
ENSG00000112763,1687
ENSG00000124508,3583
ENSG00000124508,1790
ENSG00000124508,1068
ENSG00000124508,1570
ENSG00000106635,1458
ENSG00000186470,3017
ENSG00000186470,3776
ENSG00000186470,3672
ENSG00000186470,3733
ENSG00000135336,2470
ENSG00000092964,4798
ENSG00000154727,5120
ENSG00000069493,465
ENSG00000069493,399
ENSG00000069493,288
ENSG00000143384,3626
ENSG00000143437,2427
ENSG00000100479,1792
ENSG00000100479,1581
ENSG00000057657,5148
ENSG00000148737,2160
ENSG00000148737,1755
ENSG00000148737,1541
ENSG00000148737,1553
ENSG00000148737,4000
ENSG00000148737,3778
ENSG00000148737,4000
ENSG00000164830,2956
ENSG00000164830,4501
ENSG00000164830,1944
ENSG00000164830,2621
ENSG00000164307,4841
ENSG00000113368,2890
ENSG00000115137,4831
ENSG00000185883,1093
ENSG00000168970,2966
ENSG00000243244,5614
ENSG00000135525,3119
ENSG00000135525,4536
ENSG00000135525,2633
ENSG00000135525,3119
ENSG00000135525,2744
ENSG00000135525,4497
ENSG00000135525,4326
ENSG00000135525,4375
ENSG00000135525,4375
ENSG00000161955,2195
ENSG00000161955,955
ENSG00000161955,726
ENSG00000121236,1398
ENSG00000121236,1060
ENSG00000157654,4400
ENSG00000242616,1201
ENSG00000196914,6891
ENSG00000181264,1434
ENSG00000181264,3980
ENSG00000181264,3980
ENSG00000181264,3980
ENSG00000181264,3930
ENSG00000181264,3980
ENSG00000213625,4625
ENSG00000243678,568
ENSG00000213625,377
ENSG00000116678,3079
ENSG00000116678,2935
ENSG00000116678,5081
ENSG00000243207,2661
ENSG00000042286,3247
ENSG00000102054,2036
ENSG00000186654,2279
ENSG00000241484,1487
ENSG00000143393,3331
ENSG00000143393,3934
ENSG00000143393,2603
ENSG00000108094,4233
ENSG00000108094,2376
ENSG00000108094,4271
ENSG00000241553,926
ENSG00000143190,14038
ENSG00000143190,13651
ENSG00000138303,2683
ENSG00000138303,2270
ENSG00000138303,2479
ENSG00000075151,5762
ENSG00000075151,6196
ENSG00000075151,2179
ENSG00000066697,1748
ENSG00000066697,1755
ENSG00000066697,786
ENSG00000251349,2069
ENSG00000241852,1955
ENSG00000178104,8150
ENSG00000178104,8307
ENSG00000239306,1426
ENSG00000239306,372
ENSG00000244462,6646
ENSG00000244462,5332
ENSG00000166226,2189
ENSG00000173933,921
ENSG00000173933,3029
ENSG00000248643,1566
ENSG00000248643,829
ENSG00000198815,5309
ENSG00000198815,5352
ENSG00000198815,5106
ENSG00000065600,2119
ENSG00000214078,1928
ENSG00000014216,3083
ENSG00000014216,2960
ENSG00000248919,2491
ENSG00000243989,1422
ENSG00000243989,1298
ENSG00000243989,1319
ENSG00000243989,1409
ENSG00000163374,2690
ENSG00000163374,2690
ENSG00000163374,2555
ENSG00000163374,2524
ENSG00000163374,3073
ENSG00000163374,2927
ENSG00000163374,2654
ENSG00000163374,2626
ENSG00000242715,837
ENSG00000128524,711
ENSG00000250709,2051
ENSG00000110841,5719
ENSG00000110841,3208
ENSG00000124574,5043
ENSG00000239305,3482
ENSG00000239305,2108
ENSG00000100711,1521
ENSG00000249884,1135
ENSG00000143164,3349
ENSG00000143164,3522
ENSG00000121310,1556
ENSG00000121310,1446
ENSG00000106692,1700
ENSG00000100968,3057
ENSG00000285485,3057
ENSG00000162522,5294
ENSG00000162522,878
ENSG00000248592,1405
ENSG00000084070,2473
ENSG00000084070,2570
ENSG00000084070,2501
ENSG00000185347,1947
ENSG00000244005,1436
ENSG00000008130,3098
ENSG00000008130,3653
ENSG00000008130,1722
ENSG00000168487,2626
ENSG00000137821,2586
ENSG00000137821,3085
ENSG00000103540,5446
ENSG00000168528,2072
ENSG00000168528,2146
ENSG00000168528,2062
ENSG00000137868,2631
ENSG00000288257,2631
ENSG00000137868,2455
ENSG00000288257,2455
ENSG00000137868,2565
ENSG00000288257,2565
ENSG00000005189,2722
ENSG00000250021,2439
ENSG00000007516,3875
ENSG00000007516,4531
ENSG00000007516,3663
ENSG00000007516,3763
ENSG00000250741,1695
ENSG00000250741,2142
ENSG00000162065,6611
ENSG00000014641,1296
ENSG00000014641,808
ENSG00000241863,1567
ENSG00000241779,1567
ENSG00000248167,1698
ENSG00000239927,1567
ENSG00000242726,1567
ENSG00000239865,1567
ENSG00000243009,1567
ENSG00000241863,577
ENSG00000241779,577
ENSG00000241370,577
ENSG00000239927,577
ENSG00000242726,577
ENSG00000239865,579
ENSG00000243009,577
ENSG00000241863,522
ENSG00000241779,522
ENSG00000241370,522
ENSG00000239927,522
ENSG00000242726,522
ENSG00000239865,522
ENSG00000243009,522
ENSG00000141030,1699
ENSG00000136560,2098
ENSG00000091106,3362
ENSG00000091106,3359
ENSG00000144233,4692
ENSG00000184110,3128
ENSG00000136504,3469
ENSG00000136504,1774
ENSG00000136504,1774
ENSG00000136504,1769
ENSG00000172046,4677
ENSG00000172046,4706
ENSG00000172046,4719
ENSG00000087191,1494
ENSG00000154240,3447
ENSG00000167965,1671
ENSG00000167965,1691
ENSG00000167965,1861
ENSG00000017260,4969
ENSG00000017260,3579
ENSG00000017260,4888
ENSG00000017260,3498
ENSG00000017260,3439
ENSG00000017260,4714
ENSG00000017260,3484
ENSG00000134480,1497
ENSG00000105676,2461
ENSG00000036054,3697
ENSG00000004455,3597
ENSG00000006704,3315
ENSG00000186529,2983
ENSG00000186529,2338
ENSG00000115919,1576
ENSG00000129810,3070
ENSG00000129810,2338
ENSG00000129810,1075
ENSG00000129810,1582
ENSG00000129810,2266
ENSG00000129810,1531
ENSG00000129810,931
ENSG00000169905,4364
ENSG00000116750,1815
ENSG00000116750,1534
ENSG00000116750,1507
ENSG00000149091,3337
ENSG00000149091,3482
ENSG00000149091,3213
ENSG00000103044,4191
ENSG00000281670,313
ENSG00000099991,7480
ENSG00000198589,10032
ENSG00000213160,2087
ENSG00000133835,2881
ENSG00000133835,2494
ENSG00000087206,2574
ENSG00000087206,2574
ENSG00000111596,3152
ENSG00000111596,3282
ENSG00000215193,3924
ENSG00000188428,2659
ENSG00000188428,368
ENSG00000254685,1426
ENSG00000254685,1380
ENSG00000265681,747
ENSG00000265681,790
ENSG00000265681,856
ENSG00000265681,856
ENSG00000265681,790
ENSG00000265681,584
ENSG00000177576,5395
ENSG00000215472,1440
ENSG00000215472,948
ENSG00000107862,6403
ENSG00000107862,6403
ENSG00000145860,2603
ENSG00000145860,2658
ENSG00000145860,2340
ENSG00000145860,3613
ENSG00000079819,3914
ENSG00000137601,6096
ENSG00000137601,5536
ENSG00000137601,4430
ENSG00000137601,5377
ENSG00000273780,5964
ENSG00000275832,5911
ENSG00000131323,1786
ENSG00000132603,1887
ENSG00000234507,3467
ENSG00000204256,3467
ENSG00000235307,3467
ENSG00000236227,2115
ENSG00000234704,3467
ENSG00000215077,3467
ENSG00000234507,3210
ENSG00000204256,3210
ENSG00000235307,3210
ENSG00000236227,1858
ENSG00000230678,1773
ENSG00000234704,3210
ENSG00000215077,3210
ENSG00000071994,1287
ENSG00000071994,936
ENSG00000071994,1897
ENSG00000071994,1114
ENSG00000240682,1704
ENSG00000137185,1791
ENSG00000137185,1601
ENSG00000150593,3481
ENSG00000087495,2252
ENSG00000087495,2247
ENSG00000118707,3432
ENSG00000118707,3432
ENSG00000118707,3344
ENSG00000101084,1059
ENSG00000259399,918
ENSG00000132274,2888
ENSG00000100242,4022
ENSG00000100242,4055
ENSG00000124507,4286
ENSG00000111912,5521
ENSG00000111912,5521
ENSG00000111912,2998
ENSG00000111912,3133
ENSG00000196465,1034
ENSG00000197506,4962
ENSG00000169398,4414
ENSG00000160783,1019
ENSG00000160783,884
ENSG00000260238,852
ENSG00000260238,1007
ENSG00000260238,773
ENSG00000260238,655
ENSG00000128595,2572
ENSG00000128595,4225
ENSG00000128595,3210
ENSG00000152078,6805
ENSG00000122481,1180
ENSG00000131080,3464
ENSG00000271092,1491
ENSG00000164889,4925
ENSG00000164889,3947
ENSG00000164889,4387
ENSG00000096155,3108
ENSG00000229524,3108
ENSG00000233348,3108
ENSG00000234651,3104
ENSG00000227761,3104
ENSG00000204463,3104
ENSG00000228760,3104
ENSG00000096155,3630
ENSG00000229524,3630
ENSG00000233348,3630
ENSG00000234651,3626
ENSG00000227761,3626
ENSG00000204463,3626
ENSG00000228760,3626
ENSG00000005100,2564
ENSG00000164542,2441
ENSG00000164542,4132
ENSG00000164542,1952
ENSG00000143320,1033
ENSG00000163131,1421
ENSG00000116717,902
ENSG00000116717,753
ENSG00000166847,878
ENSG00000255071,743
ENSG00000213465,795
ENSG00000066027,1719
ENSG00000136371,948
ENSG00000259332,679
ENSG00000143106,1504
ENSG00000143106,1504
ENSG00000143106,1504
ENSG00000108582,4007
ENSG00000139323,2038
ENSG00000126067,4426
ENSG00000126067,4217
ENSG00000259075,5436
ENSG00000259075,5436
ENSG00000125775,1404
ENSG00000088832,1518
ENSG00000145103,2855
ENSG00000145103,1456
ENSG00000142676,660
ENSG00000138092,4272
ENSG00000143493,3136
ENSG00000143493,3422
ENSG00000143493,3380
ENSG00000006625,767
ENSG00000006625,1032
ENSG00000006625,836
ENSG00000158301,3720
ENSG00000213920,582
ENSG00000285200,582
ENSG00000213920,723
ENSG00000285200,723
ENSG00000255526,595
ENSG00000285425,595
ENSG00000173083,1458
ENSG00000086300,2613
ENSG00000086300,2491
ENSG00000086300,944
ENSG00000129473,3526
ENSG00000198742,5581
ENSG00000132676,2056
ENSG00000132676,1470
ENSG00000132676,1894
ENSG00000147853,705
ENSG00000147853,1536
ENSG00000147853,4029
ENSG00000147853,4029
ENSG00000069424,4273
ENSG00000069424,4302
ENSG00000069424,4142
ENSG00000069424,1336
ENSG00000258643,1241
ENSG00000089177,5109
ENSG00000089177,4640
ENSG00000007047,5151
ENSG00000108010,3827
ENSG00000158850,2414
ENSG00000158850,2414
ENSG00000140264,1032
ENSG00000140264,506
ENSG00000140264,1931
ENSG00000140264,690
ENSG00000179388,1553
ENSG00000242028,3096
ENSG00000104432,456
ENSG00000104432,2020
ENSG00000104432,1888
ENSG00000005882,2384
ENSG00000005882,2493
ENSG00000013375,1971
ENSG00000013375,2223
ENSG00000013375,2013
ENSG00000110013,1980
ENSG00000080546,2676
ENSG00000080546,2718
ENSG00000083097,7995
ENSG00000141985,1404
ENSG00000141985,2194
ENSG00000184009,2001
ENSG00000136521,4046
ENSG00000136521,951
ENSG00000257529,562
ENSG00000257529,572
ENSG00000156467,8459
ENSG00000023228,2394
ENSG00000283447,2394
ENSG00000023228,2080
ENSG00000283447,2080
ENSG00000023228,2631
ENSG00000283447,2631
ENSG00000023228,3361
ENSG00000283447,3361
ENSG00000165264,761
ENSG00000108551,1404
ENSG00000125845,3545
ENSG00000134250,11425
ENSG00000160360,1111
ENSG00000243477,1464
ENSG00000243477,1163
ENSG00000186792,1696
ENSG00000186792,1402
ENSG00000186792,959
ENSG00000186792,636
ENSG00000163864,1711
ENSG00000173281,2334
ENSG00000285343,2334
ENSG00000005436,4367
ENSG00000160633,3064
ENSG00000160633,3014
ENSG00000160633,2650
ENSG00000118418,872
ENSG00000118418,1010
ENSG00000013561,4173
ENSG00000119661,632
ENSG00000114125,782
ENSG00000158195,1083
ENSG00000170100,3608
ENSG00000115806,2447
ENSG00000099991,7072
ENSG00000163795,2077
ENSG00000276537,2088
ENSG00000276887,2088
ENSG00000275650,2088
ENSG00000167614,2088
ENSG00000262246,3392
ENSG00000282725,3392
ENSG00000262246,2826
ENSG00000282725,2826
ENSG00000141428,1059
ENSG00000141428,1059
ENSG00000141428,856
ENSG00000171208,3241
ENSG00000143486,1633
ENSG00000103426,3284
ENSG00000278760,3284
ENSG00000079156,3637
ENSG00000079156,3427
ENSG00000079156,7114
ENSG00000074800,1781
ENSG00000165282,2588
ENSG00000143498,1966
ENSG00000170264,3777
ENSG00000162775,3312
ENSG00000102984,1987
ENSG00000102984,1858
ENSG00000102984,1874
ENSG00000102984,1833
ENSG00000171566,1673
ENSG00000093183,1513
ENSG00000151413,3040
ENSG00000151413,1804
ENSG00000136943,4322
ENSG00000187838,1689
ENSG00000284009,1689
ENSG00000093183,1458
ENSG00000115239,2205
ENSG00000123358,2589
ENSG00000148331,4535
ENSG00000164904,1935
ENSG00000188321,2991
ENSG00000188321,3054
ENSG00000188321,2991
ENSG00000188321,1488
ENSG00000188321,2732
ENSG00000188321,967
ENSG00000188321,2732
ENSG00000117448,1360
ENSG00000117448,1818
ENSG00000121486,4361
ENSG00000117450,1234
ENSG00000107938,4483
ENSG00000188211,6364
ENSG00000156110,1188
ENSG00000156110,1249
ENSG00000180257,2504
ENSG00000180257,2504
ENSG00000015171,3898
ENSG00000015171,4138
ENSG00000015171,4228
ENSG00000015171,1859
ENSG00000015171,1859
ENSG00000146729,1882
ENSG00000270800,4782
ENSG00000170142,1224
ENSG00000270757,890
ENSG00000184787,721
ENSG00000186591,4803
ENSG00000184117,2013
ENSG00000282752,2564
ENSG00000060069,3380
ENSG00000254788,585
ENSG00000059728,5549
ENSG00000059728,5580
ENSG00000003402,1091
ENSG00000003402,2056
ENSG00000003402,1679
ENSG00000003402,1230
ENSG00000003402,1230
ENSG00000230456,3202
ENSG00000215522,3202
ENSG00000137332,3202
ENSG00000204580,3202
ENSG00000234078,3202
ENSG00000230456,3202
ENSG00000215522,3202
ENSG00000137332,3202
ENSG00000204580,3202
ENSG00000234078,3202
ENSG00000230456,3781
ENSG00000215522,3781
ENSG00000137332,3781
ENSG00000204580,3073
ENSG00000234078,3781
ENSG00000257923,13762
ENSG00000257923,2878
ENSG00000257923,2776
ENSG00000257923,2331
ENSG00000258644,479
ENSG00000258644,929
ENSG00000258644,479
ENSG00000060642,4972
ENSG00000026508,1634
ENSG00000026508,1023
ENSG00000026508,1825
ENSG00000257365,2711
ENSG00000125954,1468
ENSG00000071462,1219
ENSG00000143369,1925
ENSG00000160691,3059
ENSG00000138696,5580
ENSG00000124614,781
ENSG00000062194,3310
ENSG00000106462,2591
ENSG00000106462,2466
ENSG00000106462,2572
ENSG00000132010,3004
ENSG00000277956,5724
ENSG00000276155,1239
ENSG00000186868,5718
ENSG00000277956,5718
ENSG00000276155,1233
ENSG00000186868,5718
ENSG00000182979,2144
ENSG00000259112,530
ENSG00000259112,656
ENSG00000259112,386
ENSG00000163702,2147
ENSG00000163702,2342
ENSG00000163702,2244
ENSG00000204217,12068
ENSG00000151366,1888
ENSG00000151366,495
ENSG00000101745,9115
ENSG00000269897,1419
ENSG00000258289,2629
ENSG00000258289,439
ENSG00000186625,1564
ENSG00000110344,6088
ENSG00000185046,2115
ENSG00000173436,3678
ENSG00000173436,3723
ENSG00000158747,2133
ENSG00000158747,2051
ENSG00000158747,2160
ENSG00000158747,1623
ENSG00000158747,1623
ENSG00000133983,1669
ENSG00000124614,588
ENSG00000115540,1447
ENSG00000254788,395
ENSG00000254788,678
ENSG00000153094,5098
ENSG00000153094,5026
ENSG00000153094,5231
ENSG00000153094,5120
ENSG00000153094,459
ENSG00000153094,4995
ENSG00000153094,5120
ENSG00000141644,2913
ENSG00000141644,2473
ENSG00000141644,2473
ENSG00000141644,2434
ENSG00000141644,2178
ENSG00000141644,2532
ENSG00000141644,2956
ENSG00000141644,1945
ENSG00000048052,2524
ENSG00000048052,2359
ENSG00000048052,4279
ENSG00000048052,2199
ENSG00000048052,2307
ENSG00000063176,2136
ENSG00000063176,2866
ENSG00000063176,2683
ENSG00000198625,9926
ENSG00000198625,9098
ENSG00000288602,2949
ENSG00000259305,1257
ENSG00000117650,1318
ENSG00000117650,1865
ENSG00000153037,937
ENSG00000153037,1270
ENSG00000153037,660
ENSG00000172915,4089
ENSG00000153037,1850
ENSG00000100003,1229
ENSG00000277462,4197
ENSG00000197472,826
ENSG00000099992,1950
ENSG00000138760,1495
ENSG00000113580,6778
ENSG00000113580,4591
ENSG00000011485,2139
ENSG00000185499,1811
ENSG00000185499,1836
ENSG00000185499,859
ENSG00000185499,1032
ENSG00000185499,1107
ENSG00000185499,927
ENSG00000185499,1107
ENSG00000185499,1101
ENSG00000185499,937
ENSG00000185499,729
ENSG00000185499,951
ENSG00000185499,648
ENSG00000185499,543
ENSG00000179195,4262
ENSG00000213390,5390
ENSG00000142192,2366
ENSG00000142192,3543
ENSG00000142192,3355
ENSG00000181634,6583
ENSG00000085871,1278
ENSG00000085871,1278
ENSG00000085871,634
ENSG00000113389,7457
ENSG00000113389,6380
ENSG00000112715,970
ENSG00000075711,2851
ENSG00000075711,2516
ENSG00000075711,3053
ENSG00000101966,8415
ENSG00000147224,1748
ENSG00000151150,7202
ENSG00000151150,5792
ENSG00000129657,2957
ENSG00000129657,5283
ENSG00000142910,2140
ENSG00000142910,1841
ENSG00000134899,5143
ENSG00000106683,2170
ENSG00000125843,1960
ENSG00000125843,5372
ENSG00000260916,3453
ENSG00000260916,1945
ENSG00000161057,656
ENSG00000146587,6612
ENSG00000127863,4151
ENSG00000127863,4277
ENSG00000182872,3108
ENSG00000182872,3397
ENSG00000182872,3201
ENSG00000239704,2508
ENSG00000259024,2833
ENSG00000148660,3767
ENSG00000090554,1050
ENSG00000090554,1076
ENSG00000102780,4202
ENSG00000102780,3957
ENSG00000102780,3449
ENSG00000161960,1319
ENSG00000272968,766
ENSG00000075945,3159
ENSG00000075945,2718
ENSG00000075945,4111
ENSG00000083454,1998
ENSG00000083454,2031
ENSG00000180879,1671
ENSG00000180879,745
ENSG00000213977,1302
ENSG00000035928,4886
ENSG00000038295,1829
ENSG00000177119,5504
ENSG00000135318,3918
ENSG00000083828,2265
ENSG00000198466,1974
ENSG00000269343,3339
ENSG00000144182,1424
ENSG00000160746,2450
ENSG00000160746,2419
ENSG00000160746,2019
ENSG00000160746,2039
ENSG00000163156,749
ENSG00000163156,869
ENSG00000154582,1943
ENSG00000154582,1573
ENSG00000154582,1573
ENSG00000154582,1943
ENSG00000154582,719
ENSG00000154582,1976
ENSG00000154582,1451
ENSG00000154582,1451
ENSG00000124222,4273
ENSG00000270617,795
ENSG00000215440,1917
ENSG00000215440,1780
ENSG00000156735,1943
ENSG00000072401,2621
ENSG00000172780,4215
ENSG00000172780,4203
ENSG00000172780,4193
ENSG00000172780,4230
ENSG00000172780,1627
ENSG00000111275,1572
ENSG00000261796,4868
ENSG00000145107,1026
ENSG00000145107,1061
ENSG00000103005,1217
ENSG00000185630,1459
ENSG00000185630,1769
ENSG00000113734,1184
ENSG00000198814,4573
ENSG00000111554,2472
ENSG00000111554,2718
ENSG00000175224,2351
ENSG00000175224,4348
ENSG00000175224,2566
ENSG00000175224,2030
ENSG00000189046,895
ENSG00000189046,895
ENSG00000085276,4835
ENSG00000173638,1884
ENSG00000173638,1896
ENSG00000134243,6993
ENSG00000237330,1900
ENSG00000273814,1748
ENSG00000197822,6181
ENSG00000273814,1654
ENSG00000197822,5391
ENSG00000197275,1879
ENSG00000197275,3074
ENSG00000125482,1780
ENSG00000164318,3963
ENSG00000127954,9988
ENSG00000127954,2321
ENSG00000167693,2681
ENSG00000079385,3427
ENSG00000173915,364
ENSG00000173915,660
ENSG00000162772,2031
ENSG00000162772,482
ENSG00000162772,2031
ENSG00000088888,11596
ENSG00000003400,1521
ENSG00000077549,1686
ENSG00000003400,1603
ENSG00000107036,6658
ENSG00000186184,1606
ENSG00000163565,2609
ENSG00000128656,2232
ENSG00000160679,2165
ENSG00000135373,2519
ENSG00000135373,1481
ENSG00000168275,1741
ENSG00000166452,1247
ENSG00000166452,1232
ENSG00000166452,513
ENSG00000097033,6456
ENSG00000097033,1199
ENSG00000097033,6227
ENSG00000196498,8475
ENSG00000162729,2191
ENSG00000166405,5788
ENSG00000170653,860
ENSG00000170653,774
ENSG00000117595,4256
ENSG00000067066,2198
ENSG00000067066,1898
ENSG00000067066,1922
ENSG00000067066,2037
ENSG00000181929,1683
ENSG00000181929,1497
ENSG00000117020,1575
ENSG00000275199,1575
ENSG00000088833,2800
ENSG00000142856,1044
ENSG00000105971,2953
ENSG00000119041,1736
ENSG00000137747,3269
ENSG00000137747,2592
ENSG00000054267,5946
ENSG00000067225,2004
ENSG00000067225,2279
ENSG00000067225,2526
ENSG00000067225,1806
ENSG00000111445,2104
ENSG00000115129,747
ENSG00000137764,1783
ENSG00000172977,1697
ENSG00000103769,1396
ENSG00000152291,6419
ENSG00000152291,6050
ENSG00000152291,6138
ENSG00000066279,6132
ENSG00000110888,4156
ENSG00000082146,2190
ENSG00000144579,1109
ENSG00000198561,6012
ENSG00000198561,5925
ENSG00000198561,6226
ENSG00000198561,5994
ENSG00000198561,5931
ENSG00000198561,5907
ENSG00000198561,6024
ENSG00000198561,5749
ENSG00000198561,6099
ENSG00000128918,3700
ENSG00000106052,3365
ENSG00000106052,3174
ENSG00000167535,2395
ENSG00000167535,1872
ENSG00000167535,1814
ENSG00000231268,1493
ENSG00000230514,1493
ENSG00000229058,1493
ENSG00000237405,1493
ENSG00000234729,1493
ENSG00000204305,1493
ENSG00000206320,1493
ENSG00000231268,1369
ENSG00000230514,1369
ENSG00000229058,1369
ENSG00000237405,1369
ENSG00000234729,1369
ENSG00000204305,1369
ENSG00000206320,1369
ENSG00000198420,3343
ENSG00000231268,1369
ENSG00000230514,1369
ENSG00000229058,1369
