Reaction,Pvalue,Padj,Reject,FC
SPHMYLN181201_hs_t1,0.0,0.0,True,-1.0
FAOXC142C122m,8.726817318916618e-124,1.956356139588806e-123,True,-1.0
HMR_3030,0.0,0.0,True,1.6073304959231698
HMR_0250,0.0,0.0,True,1.0
HMR_5519,0.0,0.0,True,-8.462236654612353
HMR_2622,5.675107088631889e-172,1.476737457343822e-171,True,-1.334034244517873
HMR_7692,0.0,0.0,True,1.0
HMR_6579,0.0,0.0,True,1.0
HMR_0775,0.0,0.0,True,-1.0
r1315,0.0,0.0,True,1.0
HMR_0290,0.0,0.0,True,-1.0
HMR_0369,7.752140614164846e-164,1.963160933405841e-163,True,-1.0
HMR_5542,0.0,0.0,True,-6.362233090838366
HMR_2675,3.557502202678614e-174,9.36521244730309e-174,True,-2.9066852367688183
HMR_3294,4.353348720326771e-308,1.6125552149882983e-307,True,-1.0
HMR_5585,1.0336e-320,3.938e-320,True,-43.078809003046764
FAOXC61m,3.67167379538036e-94,7.49686705258847e-94,True,-1.0
HMR_7865,0.0,0.0,True,1.2352812880924997
HMR_9201,0.0,0.0,True,1.0
DESAT18_4,1.9778505938552682e-222,5.974332206182735e-222,True,-1.0
HMR_9397,0.0009484718584334103,0.001007257174777054,True,1.0
THYOCHOLt2,0.0,0.0,True,-1.0
RE3119R,3.312911846544514e-29,4.8925563056327753e-29,True,1.0
HMR_7726,1.0812879741201061e-303,3.950341351835301e-303,True,-0.8497269375603796
HMR_5493,0.0,0.0,True,-3.546615015478645
HMR_3089,4.740580546537052e-159,1.1761135479554246e-158,True,-0.8480000000000016
HMR_5462,0.0,0.0,True,11.308666402871504
HMR_6009,0.0,0.0,True,1.583283931765789
HMR_5523,0.0,0.0,True,1.3043246535176125
DESAT18_10,5.5445576345244336e-269,1.8694538399489748e-268,True,-1.0
HMR_0614,1.1391496402404093e-269,3.85416679665635e-269,True,0.9947257383966244
HMR_2783,6.718108504626057e-156,1.654122514164231e-155,True,-1.0
HMR_3355,1.1417864371626355e-148,2.7534438361205944e-148,True,0.8267929634641424
HMR_4454,1.2686096377198332e-178,3.3668715928615134e-178,True,1.399434278180725
HMR_0381,0.0,0.0,True,1.0
HMR_3144,0.0,0.0,True,-0.9273256342638901
HMR_2518,8.840026456401627e-301,3.20957590052748e-300,True,-0.8729128014842306
HMR_9275,0.0,0.0,True,-1.0
HMR_0353,6.943716231798089e-193,1.896093994330699e-192,True,-0.9314352120859967
HMR_5487,0.0,0.0,True,-2.8275329930127606
HMR_2680,3.9990182193366865e-17,5.1278439311407693e-17,True,15.561797752809156
HMR_3093,2.235675690784747e-155,5.490804504610896e-155,True,-0.8226221079691535
HMR_2268,4.182182152969388e-21,5.636519644986342e-21,True,-1.0
HMR_4686,0.0,0.0,True,-0.9494911423759218
HMR_10127,0.0,0.0,True,-1.0
HMR_1952,1.1103617248997259e-223,3.3713573616134053e-223,True,-1.0
HMR_2785,8.764957398653241e-170,2.266665946871491e-169,True,1.0
HMR_2865,1.972061988976308e-29,2.919727957403023e-29,True,1.0
HMR_6295,0.0,0.0,True,-0.9427875926583849
3DHLCAabc,0.0,0.0,True,1.0
HMR_5089,0.0,0.0,True,-68.02891660808338
HMR_4854,0.0,0.0,True,1.8592146697087724
HMR_4239,8.002573679927457e-309,2.9718049280338974e-308,True,-1.0
RE3121R,1.1178754429572915e-24,1.5739428389547642e-24,True,1.0
HMR_0200,0.0,0.0,True,-1.0
PCHOL2STE_HSt1e,0.0,0.0,True,-1.0
HMR_5505,0.0,0.0,True,-9.614061449586899
HMR_0375,1.7311454250492242e-281,5.981434074757342e-281,True,1.0
HMR_6008,0.0,0.0,True,3.7540384564305684
HMR_0242,0.0,0.0,True,1.0
FAS80COA_L,0.0,0.0,True,-0.8801175142146235
EX_tethex3[e],5.503490819072636e-278,1.881590210021975e-277,True,1.0
HMR_8510,0.0,0.0,True,-1.0
HMR_8911,0.0,0.0,True,-0.9974669382865634
HMR_2399,1.661698488406873e-177,4.402148798401572e-177,True,-1.0
HMR_3339,1.8973257558370137e-165,4.838263241603525e-165,True,-0.8988764044943834
HMR_8654,0.0,0.0,True,1.0
HMR_3136,0.0,0.0,True,-0.9550242527166375
HMR_0345,2.173158825758261e-196,5.967530796130932e-196,True,1.0
HMR_4595,0.0,0.0,True,1.0
HMR_0160,3.26e-322,1.25e-321,True,0.9107672302594838
HMR_3137,0.0,0.0,True,-0.9572706665644608
HMR_4482,2.2128087870122303e-236,7.032027924019344e-236,True,-0.870037926675093
HMR_4868,0.0,0.0,True,1.526252400082567
HMR_5470,5.8494701620849214e-46,9.799283919330371e-46,True,1.1586335085022177
PCHOLET_HSABCt,0.0,0.0,True,-1.0
HMR_3334,1.8973257558370137e-165,4.838263241603525e-165,True,-0.8760330578512411
HMR_0409,0.0,0.0,True,1.0
HMR_0357,0.0,0.0,True,-1.0
HMR_4189,1.0681403487415221e-135,2.4759898906745726e-135,True,-1.0
HMR_2286,0.0,0.0,True,0.8860700678375599
HMR_0243,1.0648802621238539e-218,3.164400778927882e-218,True,1.0
HMR_6532,0.0,0.0,True,-0.9967510868388074
HMR_4184,0.0,0.0,True,-1.0
HMR_0376,0.0,0.0,True,1.0
HMR_5533,0.0,0.0,True,2.62953250329923
HMR_3275,1.890567822914506e-116,4.1369407924865587e-116,True,-1.0
r0753,0.0,0.0,True,-0.923024858226569
r1447,0.0,0.0,True,1.0
FAOXC122C101m,8.284550495256917e-118,1.8250927030905372e-117,True,-1.0
HMR_2730,5.703958163874955e-75,1.0838260324353838e-74,True,-1.0
HMR_2296,1.836439568679877e-217,5.418698828028854e-217,True,1.0
HMR_4301,0.0,0.0,True,0.9037940344086464
HMR_8513,0.0,0.0,True,1.0
r1316,0.0,0.0,True,1.0
DESAT18_3,8.197738507275078e-15,1.0255923922424e-14,True,1.0
HMR_2685,1.0336e-320,3.938e-320,True,-1.0
HMR_5577,0.0,0.0,True,-1.2092529907416496
HMR_2770,2.3958562018822286e-36,3.7639992876755656e-36,True,1.0
HMR_0605,0.0,0.0,True,-1.0
HMR_8501,0.0,0.0,True,1.0
HMR_8504,9.760059766023274e-272,3.313670349298748e-271,True,-1.0
PCHOLN15_HSt1e,0.0,0.0,True,-1.0
HMR_7820,0.0,0.0,True,-1.9343389914054467
HMR_3481,0.0,0.0,True,1.0
RE3268R,1.3123866469348493e-19,1.7305548494685454e-19,True,1.0
RE3148C,0.0,0.0,True,1.0
HMR_2599,2.659244356869352e-163,6.716884453126898e-163,True,-1.0
HMR_0314,0.0,0.0,True,-1.0
FAOXC80,0.0,0.0,True,1.0
PE14_HSABCt,0.0,0.0,True,-1.0
HMR_5469,0.0,0.0,True,-1.059055374427481
HMR_2817,3.659334733782091e-20,4.8625173560006925e-20,True,1.0
HMR_1516,5.363894959e-314,2.02267853663e-313,True,1.0
CA3St,0.0,0.0,True,1.0
HMR_8742,0.0,0.0,True,-1.0214441373907
HMR_2516,1.0221968655769965e-295,3.6524839221226825e-295,True,-0.8679245283018873
HMR_0405,0.0,0.0,True,2.0513029315961115
HMR_1436,4.236533904175051e-115,9.229029248500296e-115,True,-1.0
HMR_0187,0.0,0.0,True,-1.0
HMR_3151,0.0,0.0,True,-0.8503588347994664
HMR_2769,2.1966264015620274e-38,3.501694970934125e-38,True,1.0
HMR_3222,0.0,0.0,True,1.0
ELAIDCRNt,0.0,0.0,True,0.9308491718881782
HMR_9809,0.0,0.0,True,-1.0
PALFATPtc,0.0,0.0,True,-0.9974241662271395
HMR_8813,0.0,0.0,True,1.0
EX_lpchol_hs[e],5.926343263845288e-17,7.572693311411554e-17,True,1.0
FAOXC163GC142m,5.340846026786893e-116,1.1669410036156298e-115,True,-1.0
PCHOLN19_HSABCt,0.0,0.0,True,-1.0
HMR_4456,0.0,0.0,True,-1.226536039912682
HMR_3423,1.689632528931653e-31,2.558461658795733e-31,True,-1.0
HMR_1659,0.0,0.0,True,-1.0
HMR_2768,4.21192531255211e-35,6.533055143344923e-35,True,-1.0
EX_M00010[e],0.0,0.0,True,-1.0
HMR_0407,6.183326794894121e-225,1.895099111824675e-224,True,1.0
HMR_0370,1.9539114031114024e-27,2.8355425513206585e-27,True,1.0
HMR_3802,0.0,0.0,True,-3.4333103811468493
3DHCHOLabc,0.0,0.0,True,-1.0
HMR_0275,0.0,0.0,True,-1.0
HMR_5576,9.418535760733224e-255,3.12528989569064e-254,True,-1.4864593149611305
HMR_6052,0.0,0.0,True,1.1378071152909395
CE1273t1,0.0,0.0,True,1.0
FAEL183,0.0,0.0,True,0.996243425995492
HMR_5572,0.0,0.0,True,-1.6115113959546368
FAOXC143C123m,7.537610303316047e-98,1.5552956470926773e-97,True,-1.0
5MTHFt2,0.0,0.0,True,1.3055701723093178
HMR_6022,0.0,0.0,True,-55.65903547788877
HMR_3342,1.2253677766892261e-160,3.058200669249943e-160,True,-0.8594594594594609
PCHOLN203_HSABCt,0.0,0.0,True,1.0
HMR_6006,0.0,0.0,True,-1.0150222172426842
HMR_3212,4.1232357596372225e-201,1.1516759557423318e-200,True,0.9038596491228077
HMR_8474,0.0,0.0,True,-1.0
HMR_5512,0.0,0.0,True,0.9128393338835399
HMR_8912,0.0,0.0,True,-0.9956756282226791
HMR_0665,0.0,0.0,True,-1.0
FAOXC4C2m,3.572819458091364e-233,1.1208095302149567e-232,True,1.0
HMR_4006,0.0,0.0,True,-12.390381998003326
HMR_0645,2.1996385964232356e-279,7.546769423325622e-279,True,1.0
HMR_3353,2.235675690784747e-155,5.490804504610896e-155,True,-0.8222811671087553
HMR_2724,3.618329577039903e-18,4.691020203861467e-18,True,-7.275862068965507
HMR_3163,0.0,0.0,True,0.9654576856649397
HMR_0403,0.0,0.0,True,-1.0
HMR_7160,0.0,0.0,True,-1.0
HMR_6016,0.0,0.0,True,-14.534096349812883
FAOXC8C6m,2.9329964006704966e-231,9.151948300281741e-231,True,1.0
EX_ocdca[e],0.0,0.0,True,1.0
HMR_3059,1.6582232426615118e-301,6.03552062235805e-301,True,1.0
HMR_2677,1.268147821232054e-173,3.3294561973207154e-173,True,2.8131083711875524
HMR_3277,2.0143404317306776e-112,4.352520254403308e-112,True,-1.0
HMR_0234,0.0,0.0,True,1.0
HMR_2665,5.176912626665269e-285,1.799330248651769e-284,True,-11.07547659212511
HMR_7993,3.701864347410011e-262,1.2381806550127092e-261,True,-0.8310719131614662
NADQNOXR,0.0,0.0,True,-0.9999997464227626
r1252,0.0,0.0,True,0.9570326845391115
HMR_6301,0.0,0.0,True,1.0
HMR_6616,0.0,0.0,True,-1.6579641410260446
HMR_6034,0.0,0.0,True,-1.5575338674754102
PE161_HSt1e,4.703117298364655e-300,1.7012510721248852e-299,True,-0.8921121879211863
HMR_2403,7.216717724709474e-181,1.9257725804552603e-180,True,-1.0
SPHMYLN18123_hs_ATPt,0.0,0.0,True,-1.0
HMR_0616,0.0,0.0,True,-1.0
r0752,0.0,0.0,True,0.9267249022842144
SPHS1Pt2e,3.26e-322,1.25e-321,True,-0.9789828749351321
HMR_2526,2.173158825758261e-196,5.967530796130932e-196,True,-1.0
C4tmc,2.9595268666e-313,1.111719707573e-312,True,1.2199827916727684
HMR_2267,1.0124820110490479e-25,1.4421839048972827e-25,True,-1.0
HMR_0590,0.0,0.0,True,-0.9659887153916811
HMR_0302,0.0,0.0,True,-1.0
HMR_5557,0.0,0.0,True,0.9200753492994799
HMR_5546,0.0,0.0,True,-2.6275043640608273
HMR_3856,0.0,0.0,True,1.0
C161CPT12,0.0,0.0,True,0.956235929761369
C4tcx,5.675107088631889e-172,1.476737457343822e-171,True,7.11382113821138
HMR_8454,0.0,0.0,True,-0.8343219069320827
HMR_3135,0.0,0.0,True,1.0
HMR_3287,4.236533904175051e-115,9.229029248500296e-115,True,-1.0
HMR_6040,0.0,0.0,True,3.7800088671739376
HMR_4297,0.0,0.0,True,1.0
HMR_8502,0.0,0.0,True,-1.0
HMR_0363,1.1820670654298296e-27,1.718836973553089e-27,True,-1.0
HMR_5554,0.0,0.0,True,7.89525397085818
EX_nh4[e],0.0,0.0,True,1.0
SPHMYLN1824_hs_ATPt,0.0,0.0,True,-1.0
HMR_2663,7.645407109228087e-293,2.708711345832926e-292,True,17.41489776830934
HMR_1312,0.003632700069942548,0.0038122532968952955,True,1.0
FAOXC102C103m,2.9047272819680974e-98,6.010487949270145e-98,True,-1.0
r0193,0.0,0.0,True,-1.0
HMR_2401,2.659244356869352e-163,6.716884453126898e-163,True,-1.0
HMR_0476,8.611237727132111e-52,1.4737690736271663e-51,True,1.0
HMR_6045,0.0,0.0,True,-0.8968732864050486
HMR_3225,0.0,0.0,True,1.0
HMR_3348,2.9102802333310022e-152,7.105934236383197e-152,True,-0.8203753351206454
Pe13_HSABCt,0.0,0.0,True,1.0
HMR_0408,0.0,0.0,True,-1.0
HMR_7725,1.6582232426615118e-301,6.03552062235805e-301,True,0.8527252682244755
HMR_2535,0.0,0.0,True,-0.8455752212389358
SPHMYLN18114_hs_t1,0.0,0.0,True,1.0
HMR_0971,7.11203381500015e-22,9.710279160275136e-22,True,1.0
HMR_0676,0.0,0.0,True,-1.0
HMR_3224,0.0,0.0,True,1.0
HMR_6053,0.0,0.0,True,0.8575393823433404
HMR_2537,0.0,0.0,True,-0.8451075032909154
CE7096te,3.0439906094256427e-19,3.9977106614151204e-19,True,1.0
HMR_6038,0.0,0.0,True,-1.985551320372112
HMR_0201,0.0,0.0,True,-1.0
HMR_4008,0.0,0.0,True,1.7221915313960663
FAOXC183C163m,1.6422924177984775e-99,3.415129016429765e-99,True,-1.0
HMR_0411,0.0,0.0,True,-1.0
HMR_7871,0.0,0.0,True,-1.246989196031804
SPHMYLN1824_hs_t1,0.0,0.0,True,-1.0
HMR_8497,0.0,0.0,True,-0.8678257764287074
HMR_2409,5.36805110396612e-158,1.3295342125630373e-157,True,-1.0
HMR_2261,3.736072982357261e-305,1.371766145151225e-304,True,0.8980922482492155
HMR_3175,0.0,0.0,True,1.0
HMR_0958,1.5559281741512401e-232,4.8653890611132695e-232,True,1.0
HMR_0352,0.0,0.0,True,1.0
r1448,1.0648802621238539e-218,3.164400778927882e-218,True,1.0
HMR_7876,0.0,0.0,True,7.328566965042642
FAOXC260240x,1.017643e-317,3.8673067e-317,True,-1.0
HMR_0289,0.0,0.0,True,-1.0
HMR_0710,0.0,0.0,True,0.8837238506585179
HMR_3098,0.0,0.0,True,0.9943701618578464
HMR_1584,1.535181422089745e-06,1.7102971736589173e-06,True,1.0
HMR_0347,2.4811710649893027e-211,7.176536249180958e-211,True,1.0
FAOXC122m,1.7451747817378583e-128,3.963846597280562e-128,True,-1.0
HMR_0244,0.0,0.0,True,-1.0
EX_xol7aone[e],7.185421713119675e-38,1.1404813444984584e-37,True,1.0
HMR_4611,0.0,0.0,True,0.8481926606430522
HMR_3298,4.9110960529e-311,1.8330587815283e-310,True,1.0
HMR_0241,0.0,0.0,True,1.0
HMR_3328,5.486457430896338e-166,1.403958102404121e-165,True,-0.8301158301158319
HMR_1585,3.926315945742539e-15,4.9373844296249485e-15,True,-1.0
HMR_0630,0.0,0.0,True,1.0
HMR_9074,0.0,0.0,True,-1.0
PCHOLET_HSt1e,0.0,0.0,True,-1.0
HMR_0377,1.7694533226534715e-40,2.8722981913435126e-40,True,1.0
PE226_HSt1e,0.0,0.0,True,-1.0
HMR_3335,8.764957398653241e-170,2.266665946871491e-169,True,-0.8750000000000013
LCA3St,0.0,0.0,True,1.0
FAOXC163C143m,7.537610303316047e-98,1.5552956470926773e-97,True,-1.0
HMR_2621,7.752140614164846e-164,1.963160933405841e-163,True,-1.2891077636152957
PE226_HSABCt,0.0,0.0,True,-1.0
HMR_3174,0.0,0.0,True,1.0
HMR_7163,0.0,0.0,True,-1.0
HMR_6392,0.0,0.0,True,-0.9853784038515422
HMR_2664,2.0656832409293134e-291,7.265848614554938e-291,True,8.789366111510155
FAOXC123C102m,3.7913224590238336e-90,7.661086072372299e-90,True,-1.0
HMR_0750,0.0,0.0,True,-1.0
HMR_3018,1.643407170818887e-25,2.332937505086939e-25,True,-1.0
EX_xolest2_hs[e],1.8098874959628703e-17,2.3330269965557457e-17,True,1.0
HMR_7884,0.0,0.0,True,-2.0516967085952125
HMR_0320,3.701864347410011e-262,1.2381806550127092e-261,True,-1.0
EX_fad[e],0.0,0.0,True,1.0
HMR_2669,0.0002633953738135127,0.0002819687414225766,True,1.0
HMR_0383,0.0,0.0,True,-1.0
HMR_9285,1.0496730839642497e-201,2.9402888489629554e-201,True,1.0
HMR_3282,7.246722675952085e-113,1.5716430377897566e-112,True,-1.0
HMR_3023,1.0604693834963478e-161,2.6557053791831617e-161,True,-0.8538565629228706
HMR_5560,0.0,0.0,True,3.5778679645137643
C181CPT2,8.720695710540648e-281,3.002542706449365e-280,True,10.9199458396235
HMR_5541,0.0,0.0,True,5.879960177169365
HMR_5977,0.0,0.0,True,0.8390532931092434
HMR_3331,2.659244356869352e-163,6.716884453126898e-163,True,-0.8675675675675691
HMR_3100,0.0,0.0,True,0.9928673323823108
HMR_2868,1.1820670654298296e-27,1.718836973553089e-27,True,1.0
HMR_8456,1.5419036084068525e-66,2.839583640875132e-66,True,-1.3004597005046228
HMR_6287,0.0,0.0,True,0.9332267535388711
EX_M00315[e],2.914121526621081e-184,7.797603719634491e-184,True,-1.0
CA3Sabc,0.0,0.0,True,1.0
HMR_3034,1.8724885050024787e-234,5.91843723803507e-234,True,0.8647007805724214
FAOXC164GC163m,9.364276095385904e-134,2.155328276471382e-133,True,-1.0
HMR_6507,0.0,0.0,True,-1.0
HMR_3285,3.33348136187689e-114,7.245623434940536e-114,True,-1.0
HMR_5545,0.0,0.0,True,-1.7694521558940834
TDCA3Sabc,0.0,0.0,True,-1.0
HMR_5022,0.0,0.0,True,1.0
HMR_3804,0.0,0.0,True,3.6306309084437562
EX_atp[e],0.0,0.0,True,-1.0
HMR_0255,0.0,0.0,True,1.0
HMR_0169,0.0,0.0,True,0.9017052938872867
HMR_5504,0.0,0.0,True,-2.4933518997110764
HMR_7818,0.0,0.0,True,1.314793072863959
THCHOLSTOICt,0.0,0.0,True,0.9930856822848608
HMR_8668,0.0,0.0,True,0.8533813732645861
HMR_0596,0.0,0.0,True,0.9591143601106236
HMR_5581,0.0,0.0,True,1.0616162522473072
LNELDCCRNt,0.0,0.0,True,-3.579856677383519
HMR_0959,9.292948969864274e-29,1.3675710940081528e-28,True,1.0
HMR_3281,1.5057384221056386e-115,3.2874914879057533e-115,True,-1.0
HMR_2609,2.7120326971983825e-58,4.775394112254363e-58,True,1.136410681018423
HMR_5556,0.0,0.0,True,1.3062688493462085
HMR_6033,0.0,0.0,True,1.5640181392413721
HMR_4262,0.0,0.0,True,-0.9999450951398247
HMR_0410,1.871534266358357e-227,5.772205684663143e-227,True,-0.8985270049099847
HMR_0670,0.0,0.0,True,-1.0
HMR_0231,0.0,0.0,True,-1.0
HMR_0604,0.0,0.0,True,1.0
HMR_0276,0.0,0.0,True,-1.0
HMR_3344,2.0146838367242097e-156,4.968875119194113e-156,True,-0.8315508021390393
HMR_2676,5.698155500076412e-186,1.530302072889536e-185,True,-3.4125000000000156
HMR_9067,1.5881493750454394e-83,3.1209105760453837e-83,True,-1.2164024025733722
HMR_0173,0.0,0.0,True,1.0
HMR_0424,0.0,0.0,True,1.0
HMR_5443,0.0,0.0,True,-1.0
UDCA3St,0.0,0.0,True,-1.0
HMR_1568,0.0,0.0,True,0.8750894507823573
HMR_2866,4.21192531255211e-35,6.533055143344923e-35,True,-1.0
HMR_0675,0.0,0.0,True,-1.0
EX_lnlncg[e],0.0,0.0,True,-1.0
HMR_6508,0.0,0.0,True,1.0
HMR_1576,1.9433045905164013e-105,4.108140295969015e-105,True,-0.8634423897581806
HMR_0401,0.0,0.0,True,1.0
HMR_0379,0.0,0.0,True,1.0
HMR_5511,0.0,0.0,True,1.6653269698441344
